Time,M_CompDis,P_CompDis,D_CompDis,T_CompDis,H_CompDis,P_OgcOut,D_OgcOut,T_OgcOut,H_OgcOut,P_EvapExvIn,D_EvapExvIn,T_EvapExvIn,H_EvapExvIn,P_EvapExvOut,D_EvapExvOut,T_EvapExvOut,H_EvapExvOut,P_EvapOut,D_EvapOut,T_EvapOut,H_EvapOut,P_CompSuc,D_CompSuc,T_CompSuc,H_CompSuc,CompSpeed,EvapExvOpening,T_Amb,Vel_Ogc,T_Incar,RH_Incar,Vol_Incar,Optimal_HP,Wcomp,Qc,COP,
246,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
247,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
248,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
249,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
250,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
251,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
252,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
253,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
254,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
255,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
256,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
257,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
258,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
259,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
260,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
261,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
262,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
263,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
264,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
265,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
266,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
267,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
268,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
269,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
270,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
271,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
272,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
273,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
274,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
275,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
276,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
277,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
278,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
279,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
280,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
281,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
282,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
283,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
284,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
285,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
286,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
287,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
288,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
289,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
290,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
291,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
292,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
293,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
294,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
295,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
296,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
297,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
298,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
299,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
300,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
301,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
302,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
303,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
304,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
305,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
306,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
307,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
308,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
309,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
310,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
311,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
312,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
313,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
314,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
315,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
316,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
317,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
318,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
319,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
320,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
321,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
322,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
323,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
324,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
325,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
326,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
327,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
328,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
329,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
330,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
331,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
332,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
333,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
334,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
335,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
