Time,M_CompDis,P_CompDis,D_CompDis,T_CompDis,H_CompDis,P_OgcOut,D_OgcOut,T_OgcOut,H_OgcOut,P_EvapExvIn,D_EvapExvIn,T_EvapExvIn,H_EvapExvIn,P_EvapExvOut,D_EvapExvOut,T_EvapExvOut,H_EvapExvOut,P_EvapOut,D_EvapOut,T_EvapOut,H_EvapOut,P_CompSuc,D_CompSuc,T_CompSuc,H_CompSuc,CompSpeed,EvapExvOpening,T_Amb,Vel_Ogc,T_Incar,RH_Incar,Vol_Incar,Optimal_HP,Wcomp,Qc,COP,
336,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
337,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
338,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
339,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
340,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
341,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
342,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
343,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
344,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
345,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
346,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
347,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
348,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
349,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
350,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
351,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
352,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
353,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
354,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
355,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
356,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
357,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
358,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
359,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
360,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
361,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
362,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
363,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
364,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
365,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
366,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
367,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
368,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
369,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
370,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
371,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
372,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
373,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
374,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
375,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
376,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
377,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
378,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
379,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
380,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
381,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
382,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
383,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
384,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
385,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
386,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
387,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
388,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
389,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
390,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
391,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
392,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
393,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
394,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
395,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
396,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
397,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
398,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
399,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
400,101.177,122.333,242.177,103.263,490.927,118.684,677.123,43.1334,308.054,117.721,764.874,34.7649,279.926,52.9777,456.293,16.7221,279.926,51.0512,167.45,15.177,408.763,50.7921,138.578,23.0494,436.938,3000,0.0141252,43,2.5,40,40,501.57,118.78,1845.87,3624.29,1.96346,
