Time,M_CompDis,P_CompDis,D_CompDis,T_CompDis,H_CompDis,P_OgcOut,D_OgcOut,T_OgcOut,H_OgcOut,P_EvapExvIn,D_EvapExvIn,T_EvapExvIn,H_EvapExvIn,P_EvapExvOut,D_EvapExvOut,T_EvapExvOut,H_EvapExvOut,P_EvapOut,D_EvapOut,T_EvapOut,H_EvapOut,P_CompSuc,D_CompSuc,T_CompSuc,H_CompSuc,CompSpeed,EvapExvOpening,T_Amb,Vel_Ogc,T_Incar,RH_Incar,Vol_Incar,Optimal_HP,Wcomp,Qc,COP,
178,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.897,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.766,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
179,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.897,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.766,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
180,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.897,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.766,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
181,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.897,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.766,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
182,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.897,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
183,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.897,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
184,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.897,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
185,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.897,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
186,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.897,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
187,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.897,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
188,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.897,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
189,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.897,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
190,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.897,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
191,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
192,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
193,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
194,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
195,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
196,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
197,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
198,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
199,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
200,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
201,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
202,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
203,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
204,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
205,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
206,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
207,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
208,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
209,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
210,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
211,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
212,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
213,119.921,123.721,232.224,110.94,502.609,118.686,674.763,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.896,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
214,119.921,123.721,232.224,110.94,502.609,118.686,674.763,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
215,119.921,123.721,232.224,110.94,502.609,118.686,674.763,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
216,119.921,123.721,232.224,110.94,502.609,118.686,674.763,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
217,119.921,123.721,232.224,110.94,502.609,118.686,674.763,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
218,119.921,123.721,232.224,110.94,502.609,118.686,674.763,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
219,119.921,123.721,232.224,110.94,502.609,118.686,674.763,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
220,119.921,123.721,232.224,110.94,502.609,118.686,674.763,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
221,119.921,123.721,232.224,110.94,502.609,118.686,674.763,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
222,119.921,123.721,232.224,110.94,502.609,118.686,674.763,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
223,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
224,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
225,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
226,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
227,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
228,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
229,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
230,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
231,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
232,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
233,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
234,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
235,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
236,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
237,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
238,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
239,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
240,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
241,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
242,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
243,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
244,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
245,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
246,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
247,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
248,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
249,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
250,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
251,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
252,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
253,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
254,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
255,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
256,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
257,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
258,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
259,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
260,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
261,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
262,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
263,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
264,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
265,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
266,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
267,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
